,Body_Name,Service_Area,Expense_Type,Invoice_Payment_Date,Transaction_Number,Net_Amount,Supplier
1636,TfGM,Transport,Supported Bus Services,16/05/2016,1900047415,14034.37,GREEN TRIANGLE BUSES LTD
1637,TfGM,Transport,Supported Bus Services,16/05/2016,1900047416,138030.01,GREEN TRIANGLE BUSES LTD
1638,TfGM,Transport,Supported Bus Services,16/05/2016,1900047417,6465.43,GREEN TRIANGLE BUSES LTD
1639,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047284,791.75,HORWICH PRIVATE HIRE LIMITED
1640,TfGM,Transport,Supported Bus Services,16/05/2016,1900047369,2333.33,HORWICH PRIVATE HIRE LIMITED
1641,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047349,3600.00,HUDDERSFIELD BUS COMPANY
1642,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047350,22547.00,JIM STONES COACHES
1643,TfGM,Transport,Supported Bus Services,16/05/2016,1900047412,9180.09,JIM STONES COACHES
1644,TfGM,Transport,Supported Bus Services,16/05/2016,1900047413,18566.34,JIM STONES COACHES
1645,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047351,21000.00,LANCASHIRE UTD
1646,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047352,5000.00,M TRAVEL
1647,TfGM,Transport,Supported Bus Services,16/05/2016,1900047391,79883.00,M TRAVEL
1648,TfGM,Transport,Supported Bus Services,16/05/2016,1900047392,6181.82,M TRAVEL
1649,TfGM,Transport,Supported Bus Services,16/05/2016,1900047393,1368.73,M TRAVEL
1650,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047353,51000.00,MANCHESTER COMMUNITY TRANSPORT
1651,TfGM,Transport,Supported Bus Services,16/05/2016,1900047370,20949.83,MANCHESTER COMMUNITY TRANSPORT
1652,TfGM,Transport,Supported Bus Services,16/05/2016,1900047371,166750.77,MANCHESTER COMMUNITY TRANSPORT
1653,TfGM,Transport,Supported Bus Services,16/05/2016,1900047372,9017.50,MANCHESTER COMMUNITY TRANSPORT
1654,TfGM,Transport,Supported Bus Services,16/05/2016,1900047378,40649.30,OLYMPIA TRAVEL
1655,TfGM,Transport,Supported Bus Services,16/05/2016,1900047432,98782.34,R S TYRER LTD
1656,TfGM,Transport,Supported Bus Services,16/05/2016,1900047433,1762.72,R S TYRER LTD
1657,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047287,2200.00,RADIO CABS T/A ECO TRAVEL
1658,TfGM,Transport,Supported Bus Services,16/05/2016,1900047373,101618.84,RADIO CABS T/A ECO TRAVEL
1659,TfGM,Transport,Supported Bus Services,16/05/2016,1900047374,41163.25,RADIO CABS T/A ECO TRAVEL
1660,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047366,4000.00,ROJAY SERVICES LTD T/A WIGAN COACHW
1661,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047355,95000.00,ROSSENDALE TRANSPORT
1662,TfGM,Transport,Supported Bus Services,16/05/2016,1900047386,133121.60,ROSSENDALE TRANSPORT
1663,TfGM,Transport,Supported Bus Services,16/05/2016,1900047387,77797.59,ROSSENDALE TRANSPORT
1664,TfGM,Transport,Supported Bus Services,16/05/2016,1900047388,12492.16,ROSSENDALE TRANSPORT
1665,TfGM,Transport,Supported Bus Services,16/05/2016,1900047428,69496.08,SELWYNS TRAVEL LTD
1666,TfGM,Transport,Supported Bus Services,16/05/2016,1900047429,940.73,SELWYNS TRAVEL LTD
1667,TfGM,Transport,Supported Bus Services,16/05/2016,1700030274,-870.61,STAGECOACH SERVICES LTD
1668,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047357,1364500.00,STAGECOACH SERVICES LTD
1669,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047358,18500.00,STAGECOACH SERVICES LTD
1670,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047359,269250.00,STAGECOACH SERVICES LTD
1671,TfGM,Transport,Supported Bus Services,16/05/2016,1900047397,237638.88,STAGECOACH SERVICES LTD
1672,TfGM,Transport,Supported Bus Services,16/05/2016,1900047398,322234.52,STAGECOACH SERVICES LTD
1673,TfGM,Transport,Supported Bus Services,16/05/2016,1900047399,28454.47,STAGECOACH SERVICES LTD
1674,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1700030301,-12000.00,STOTTS TOURS
1675,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047360,21000.00,STOTTS TOURS
1676,TfGM,Transport,Supported Bus Services,16/05/2016,1900047430,27691.18,STOTTS TOURS
1677,TfGM,Transport,Supported Bus Services,16/05/2016,1900047431,54085.09,STOTTS TOURS
1678,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047288,1122.25,TELECARS
1679,TfGM,Transport,Supported Bus Services,16/05/2016,1900047410,12963.33,TELECARS
1680,TfGM,Transport,Supported Bus Services,16/05/2016,1900047411,11474.17,TELECARS
1681,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047443,62000.00,TRANSPENNINE EXPRESS
1682,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047361,726.00,TRAVEL ASSIST SERVICES LTD
1683,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047362,33038.00,UK COACHWAYS LTD
1684,TfGM,Transport,Supported Bus Services,16/05/2016,1900047394,13152.81,UK COACHWAYS LTD
1685,TfGM,Transport,Supported Bus Services,16/05/2016,1900047395,3926.66,UK COACHWAYS LTD
1686,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900046025,4000.00,VALE OF LLANGOLLEN TRAVEL LTD
1687,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900046708,4000.00,VALE OF LLANGOLLEN TRAVEL LTD
1688,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047363,4000.00,VALE OF LLANGOLLEN TRAVEL LTD
1689,TfGM,Transport,Supported Bus Services,16/05/2016,1900047400,6104.19,VIKING COACHES
1690,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047364,6000.00,WARRINGTON BOROUGH TRANSPORT LTD
1691,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047365,10000.00,WIGAN BUSES LTD
1692,TfGM,Transport,Supported Bus Services,16/05/2016,1900047424,16697.91,WIGAN BUSES LTD
1693,TfGM,Transport,Supported Bus Services,16/05/2016,1900047425,882.33,WIGAN BUSES LTD
1694,TfGM,Transport,Concessionary Reimbursement,16/05/2016,1900047289,871.60,WIGAN COMMUNITY TRANSPORT
1695,TfGM,Transport,Supported Bus Services,16/05/2016,1900047367,6533.17,WIGAN COMMUNITY TRANSPORT
1696,TfGM,Corporate Services,Legal Services,17/05/2016,5100094748,7127.50,ADDLESHAW GODDARD LLP
1697,TfGM,Transport,Engineering Support Services,17/05/2016,5100094111,3810.72,AECOM LTD
1698,TfGM,Transport,Capital Costs - Design Support Services,17/05/2016,5100094511,864.00,AECOM LTD
1699,TfGM,Transport,Capital Costs - Project Support Services,17/05/2016,5100094585,3686.40,AECOM LTD
1700,TfGM,Transport,Design Support Services,17/05/2016,5100094589,6811.55,AECOM LTD
1701,TfGM,Transport,Capital Costs - Project Support Services,17/05/2016,5100094616,460.80,AECOM LTD
1702,TfGM,Transport,Community Engagement Services,17/05/2016,5100094618,2592.00,AECOM LTD
1703,TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,17/05/2016,5100094651,1057.40,ARCADIS CONSULTING (UK) LTD
1704,TfGM,Transport,Design Support Services,17/05/2016,5100094519,11475.00,ARCADIS LLP
1705,TfGM,Transport,Capital Costs - Design Support Services,17/05/2016,5100094119,2457.10,ATKINS LTD
1706,TfGM,Transport,Capital Costs - LRT Vehicles,17/05/2016,5100094823,2460.00,AURA GRAPHICS LIMITED
1707,TfGM,Transport,Capital Costs - LRT Vehicles,17/05/2016,5100094824,2460.00,AURA GRAPHICS LIMITED
1708,TfGM,Transport,Driver Intervention Course Delivery Costs,17/05/2016,5100095187,935.96,B DAVIES
1709,TfGM,Transport,Print & Media,17/05/2016,5100094617,9500.00,BJL GROUP LTD
1710,TfGM,Transport,Print & Media,17/05/2016,5100094991,1354.80,BREEZE LTD
1711,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/05/2016,5100077596,2924.74,BROXAP LTD
1712,TfGM,Transport,IS Software & Maintenance,17/05/2016,5100093629,14515.60,BT PLC
1713,TfGM,Corporate Services,IS Software & Licences,17/05/2016,5100094787,13506.50,BT PLC
1714,TfGM,Corporate Services,IS Software & Licences,17/05/2016,5100094791,709.52,BT PLC
1715,TfGM,Corporate Services,IS Support and Licences,17/05/2016,5100094512,13200.00,BYTES SOFTWARE SERVICES LTD
1716,TfGM,Transport,Professional Services,17/05/2016,5100095238,6416.20,C MONHEIM
1717,TfGM,Transport,Print & Media,17/05/2016,5100095251,944.59,CARAT MEDIA UK LIMITED
1718,TfGM,Transport,Professional Services,17/05/2016,5100095236,2187.02,COMMERCIAL STRATEGIES LTD
1719,TfGM,Transport,Traffic Management and Monitoring Services,17/05/2016,5100094626,4662.66,CUBIC TRANSPORTATION SYSTEMS (ITMS)
1720,TfGM,Transport,Property & Equipment Maintenance,17/05/2016,5100094853,37757.87,DORMA UK LTD
1721,TfGM,Transport,Business Case Development,17/05/2016,5100094608,4125.00,DURDAR CONSULTING LTD
1722,TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,17/05/2016,5100093869,567071.46,ELECTRICITY NORTH WEST EHV
1723,TfGM,Corporate Services,Financial and Commercial Support Services,17/05/2016,5100095271,11414.00,ERNST & YOUNG
1724,TfGM,Transport,Card Management Services,17/05/2016,5100094573,1163.25,ESP SYSTEX LTD
1725,TfGM,Transport,Capital Costs - Programme and Project Management Services,17/05/2016,5100094763,1694.00,FIRCROFT ENGINEERING SERVICES LTD
1726,TfGM,Transport,Capital Costs - Programme and Project Management Services,17/05/2016,5100094764,1056.00,FIRCROFT ENGINEERING SERVICES LTD
1727,TfGM,Transport,IS Support Services,17/05/2016,5100095218,-440.00,FIRCROFT ENGINEERING SERVICES LTD
1728,TfGM,Transport,Capital Costs - Site Investigation Services,17/05/2016,5100094644,1170.00,GEOTECHNICS LIMITED
1729,TfGM,Transport,Temporary Vacancy Cover,17/05/2016,1900047270,12626.39,HAYS SPECIALIST RECRUITMENT LTD
1730,TfGM,Transport,Business Case Development,17/05/2016,5100095215,47107.50,KPMG
1731,TfGM,Transport,Print & Media,17/05/2016,5100094701,550.00,LANDOR LINKS LTD
1732,TfGM,Transport,Print & Media,17/05/2016,5100094702,695.00,LANDOR LINKS LTD
1733,TfGM,Transport,Capital Costs - Sustainable Travel Grant,17/05/2016,1900047489,3392.00,MANCHESTER COMMUNICATION ACADEMY
1734,TfGM,Transport,Print & Media,17/05/2016,5100095211,675.00,MIDESIGN
1735,TfGM,Transport,Smart Ticketing,17/05/2016,5100094609,3000.00,MORSON INTERNATIONAL
1736,TfGM,Transport,Capital Costs - Programme and Project Management Services,17/05/2016,5100094610,1664.00,MORSON INTERNATIONAL
1737,TfGM,Transport,Capital Costs - Programme and Project Management Services,17/05/2016,5100094622,1988.75,MORSON INTERNATIONAL
1738,TfGM,Transport,Capital Costs - Project Management Services,17/05/2016,5100094623,6218.81,MORSON INTERNATIONAL
1739,TfGM,Transport,Metrolink Operating Costs,17/05/2016,5100095219,49270.53,MPACT THALES
1740,TfGM,Transport,Property & Equipment Maintenance,17/05/2016,5100094579,58683.22,NOVUS PROPERTY SOLUTIONS LTD
1741,TfGM,Corporate Services,Capital Costs - Legal Services,17/05/2016,5100094949,2340.00,PANNONE CORPORATE LLP (EMP)
1742,TfGM,Corporate Services,Capital Costs - Legal Services,17/05/2016,5100094964,1597.50,PANNONE CORPORATE LLP (EMP)
1743,TfGM,Transport,Community Transport Support Services,17/05/2016,1900047473,525.00,PAULINE COOPER
1744,TfGM,Transport,Traffic and Transportation Surveys,17/05/2016,5100094762,574.66,PLUSWORK LTD
1745,TfGM,Transport,Traffic and Transportation Surveys,17/05/2016,5100094784,4819.98,PLUSWORK LTD
1746,TfGM,Transport,Traffic and Transportation Surveys,17/05/2016,5100094785,3103.20,PLUSWORK LTD
1747,TfGM,Transport,Property & Equipment Maintenance,17/05/2016,5100094761,1199.20,PROTEC FIRE DETECTION PLC
1748,TfGM,Transport,Temporary Vacancy Cover,17/05/2016,5100095062,1848.00,PWS TECHNICAL SERVICES (UK) LIMITED
1749,TfGM,Transport,Capital Costs - Engineering Support Services,17/05/2016,5100094730,5770.00,R & R ENGINEERING LIMITED
1750,TfGM,Transport,Capital Costs - Engineering Support Services,17/05/2016,5100094774,62404.00,R & R ENGINEERING LIMITED
1751,TfGM,Transport,Capital Costs - Engineering Support Services,17/05/2016,5100095278,-9538.38,R & R ENGINEERING LIMITED
1752,TfGM,Transport,Travel and Accommodation,17/05/2016,1900047483,776.84,REDACTED
1753,TfGM,Corporate Services,Temporary Vacancy Cover,17/05/2016,5100094320,815.20,Robert Walters Plc
1754,TfGM,Corporate Services,Temporary Vacancy Cover,17/05/2016,5100094359,1019.00,Robert Walters Plc
1755,TfGM,Transport,Bus Support Services,17/05/2016,5100095079,1012.50,ROY MCDONALD CONSULTING LTD
1756,TfGM,Transport,Bus Support Services,17/05/2016,5100095080,675.00,ROY MCDONALD CONSULTING LTD
1757,TfGM,Transport,Postage Costs,17/05/2016,5100095184,654.54,ROYAL MAIL GROUP PLC
1758,TfGM,Transport,Project Support Services,17/05/2016,5100095053,2683.75,RULLION ENGINEERING LTD
1759,TfGM,Transport,Capital Costs - IS Support Services,17/05/2016,5100095054,2825.00,RULLION ENGINEERING LTD
1760,TfGM,Transport,Project Support Services,17/05/2016,5100095055,2147.00,RULLION ENGINEERING LTD
1761,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094741,720.00,SIEMENS PLC
1762,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094743,3091.84,SIEMENS PLC
1763,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094744,3504.04,SIEMENS PLC
1764,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094745,1632.83,SIEMENS PLC
1765,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094749,41679.10,SIEMENS PLC
1766,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094757,2773.25,SIEMENS PLC
1767,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094799,6583.69,SIEMENS PLC
1768,TfGM,Transport,Heavy Rail Support Services,17/05/2016,5100095253,11200.00,STATIONGURU LIMITED
1769,TfGM,Transport,Computer and Printing Hardware,17/05/2016,5100094580,567.21,TANGIBLE BENEFIT LTD
1770,TfGM,Transport,Traffic Signal Works,17/05/2016,5100094574,1510.00,TOTAL COMPUTERS LTD
1771,TfGM,Corporate Services,Computer and Communications Equipment,17/05/2016,5100094592,918.00,TOTAL COMPUTERS LTD
1772,TfGM,Transport,Traffic and Transportation Surveys,17/05/2016,5100094945,1650.00,TRACSIS TRAFFIC DATA LTD
1773,TfGM,Transport,Cleaning,17/05/2016,5100094520,458.68,TUDOR CONTRACT CLEANERS LTD
1774,TfGM,Transport,Cleaning,17/05/2016,5100094523,723.45,TUDOR CONTRACT CLEANERS LTD
1775,TfGM,Transport,Cleaning,17/05/2016,5100094528,458.64,TUDOR CONTRACT CLEANERS LTD
1776,TfGM,Transport,Cleaning,17/05/2016,5100094529,611.52,TUDOR CONTRACT CLEANERS LTD
1777,TfGM,Transport,Cleaning,17/05/2016,5100094530,611.52,TUDOR CONTRACT CLEANERS LTD
1778,TfGM,Transport,Cleaning,17/05/2016,5100094550,895.00,TUDOR CONTRACT CLEANERS LTD
1779,TfGM,Transport,Cleaning,17/05/2016,5100094556,550.33,TUDOR CONTRACT CLEANERS LTD
1780,TfGM,Transport,Cleaning,17/05/2016,5100094557,8815.10,TUDOR CONTRACT CLEANERS LTD
1781,TfGM,Transport,Cleaning,17/05/2016,5100094559,725.17,TUDOR CONTRACT CLEANERS LTD
1782,TfGM,Transport,Cleaning,17/05/2016,5100094901,-1140.00,TUDOR CONTRACT CLEANERS LTD
1783,TfGM,Transport,Cleaning,17/05/2016,5100095179,685.20,TUDOR CONTRACT CLEANERS LTD
1784,TfGM,Transport,Capital Costs - Energy Management Services,17/05/2016,5100094769,2675.00,TXM RECRUIT LIMITED
1785,TfGM,Transport,Print & Media,17/05/2016,5100094925,8500.00,UCREATE - UTV MEDIA (GB)
1786,TfGM,Transport,Property & Equipment Maintenance,17/05/2016,5100094711,759.00,UNIPAR SERVICES
1787,TfGM,Transport,Utilities & Energy,17/05/2016,1900047477,1416.32,UNITED UTILITIES WATER PLC
1788,TfGM,Transport,Utilities & Energy,17/05/2016,1900047480,626.89,UNITED UTILITIES WATER PLC
1789,TfGM,Transport,Capital Costs - Design Support Services,17/05/2016,5100094705,15608.33,URBAN VISION PARTNERSHIP LTD
1790,TfGM,Transport,Capital Costs - Programme and Project Management Services,17/05/2016,5100094517,75730.51,WSP UK LTD
1791,TfGM,Transport,Vehicle Costs,18/05/2016,1200038921,583.38,ALLSTAR
1792,TfGM,Transport,Vehicle Costs,18/05/2016,1200038968,583.38,ALLSTAR
1793,TfGM,Transport,Metrolink Operating Costs,18/05/2016,5100094860,12656.82,SCHEIDT & BACHMANN GMBH
1794,TfGM,Transport,Metrolink Operating Costs,18/05/2016,5100094860,12656.82,SCHEIDT & BACHMANN GMBH
1795,TfGM,Transport,Capital Costs - Acoustic & Engineering Support Services,20/05/2016,5100094880,1250.00,ACOUSTIC & ENGINEERING CONSULTANTS
1796,TfGM,Transport,Research Services,20/05/2016,5100094588,8023.47,AECOM LTD
1797,TfGM,Transport,Sustainable Transport Support Services,20/05/2016,5100094807,3976.69,AECOM LTD
1798,TfGM,Transport,Highway Support Services,20/05/2016,5100094813,3187.50,AECOM LTD
1799,TfGM,Transport,Planning Support Services,20/05/2016,5100095256,4554.74,AECOM LTD
1800,TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,20/05/2016,5100095356,16117.90,AECOM LTD
1801,TfGM,Transport,Print & Media,20/05/2016,5100095313,4000.00,ANGELA SCHORAH COMMUNICATIONS
1802,TfGM,Transport,Print & Media,20/05/2016,5100094211,1563.45,ASHTONS SHEFFIELD LTD
1803,TfGM,Transport,Capital Costs - Signage Costs,20/05/2016,5100094062,28155.00,ASTRA SIGNS
1804,TfGM,Transport,Signage Costs,20/05/2016,5100094854,590.00,ASTRA SIGNS
1805,TfGM,Transport,Planning Support Services,20/05/2016,5100094298,6196.00,ATKINS LTD
1806,TfGM,Transport,Capital Costs - Contract Administration Services,20/05/2016,5100094720,17040.00,ATKINS LTD
1807,TfGM,Transport,Capital Costs - Safety & Security Support Services,20/05/2016,5100094793,4200.00,ATKINS LTD
1808,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100094185,44503.32,BETHELL CONSTRUCTION LIMITED
1809,TfGM,Transport,Capital Costs - IS Support Services,20/05/2016,5100095358,2500.00,BLUE NETWORK SOLUTIONS LTD
1810,TfGM,Transport,Driver Intervention Course Delivery Costs,20/05/2016,5100095305,1439.90,BOLTON WHITES HOTEL LTD
1811,TfGM,Transport,Other Operational Costs,20/05/2016,5100095461,981.02,BRAKE BROS LTD
1812,TfGM,Transport,Other Operational Costs,20/05/2016,5100095462,942.50,BRAKE BROS LTD
1813,TfGM,Transport,Other Operational Costs,20/05/2016,5100095463,1541.96,BRAKE BROS LTD
1814,TfGM,Transport,Capital Costs - Print & Media,20/05/2016,5100095252,1718.57,CARAT MEDIA UK LIMITED
1815,TfGM,Transport,Print & Media,20/05/2016,5100094986,629.00,CHAPEL PRESS LTD
1816,TfGM,Transport,Print & Media,20/05/2016,5100094988,699.00,CHAPEL PRESS LTD
1817,TfGM,Transport,Property & Equipment Maintenance,20/05/2016,5100094790,21243.50,CHARGE YOUR CAR LTD
1818,TfGM,Transport,Postage Costs,20/05/2016,5100093777,876.98,City Sprint UK
1819,TfGM,Transport,Print & Media,20/05/2016,5100094831,430.00,CLOCKTOWER CREATIVE LIMITED
1820,TfGM,Transport,Capital Costs - Smart Ticketing,20/05/2016,5100095392,4924.34,CUMBRIA COUNTY COUNCIL
1821,TfGM,Corporate Services,Cyclescheme,20/05/2016,5100095457,833.33,CYCLESCHEME LTD
1822,TfGM,Transport,Capital Costs - Ancillary Construction Costs,20/05/2016,5100095308,6496.31,D.H.Welton & Co. Ltd
1823,TfGM,Transport,Telecommunications,20/05/2016,5100095069,6221.00,DAISY COMMUNICATIONS
1824,TfGM,Corporate Services,Telecommunications,20/05/2016,5100095422,6462.93,DAISY COMMUNICATIONS
1825,TfGM,Transport,Transport Planning & Monitoring Services,20/05/2016,5100094890,6750.00,DAVID GREGORY TRANSPORT PLANNING LT
1826,TfGM,Corporate Services,Capital Costs - Legal Services,20/05/2016,5100095183,7894.00,DLA PIPER UK LLP
1827,TfGM,Transport,Property & Equipment Maintenance,20/05/2016,5100094804,850.00,ECLIPSE (CONTROL ENGINEERING LTD)
1828,TfGM,Transport,Programme Management Services,20/05/2016,5100095287,4800.00,EDGERTON MANAGEMENT SERVICES LTD
1829,TfGM,Transport,IS Software & Maintenance,20/05/2016,5100094782,4000.00,EP MORRIS
1830,TfGM,Transport,Cleaning,20/05/2016,5100095186,432.60,EUROMEC CONTRACTS LTD
1831,TfGM,Transport,Capital Costs - Procurement Support Services,20/05/2016,5100095336,2000.00,GREYSANDS LTD
1832,TfGM,Corporate Services,Temporary Vacancy Cover,20/05/2016,1900047526,9884.74,HAYS SPECIALIST RECRUITMENT LTD
1833,TfGM,Transport,Temporary Vacancy Cover,20/05/2016,1900047527,8426.81,HAYS SPECIALIST RECRUITMENT LTD
1834,TfGM,Transport,Occupational Health,20/05/2016,5100094346,4550.00,HEALTHWORK
1835,TfGM,Transport,Property & Equipment Maintenance,20/05/2016,5100094825,1492.00,INTERCONNECT NETWORK SYSTEMS LTD
1836,TfGM,Transport,Property & Equipment Maintenance,20/05/2016,5100094826,458.00,INTERCONNECT NETWORK SYSTEMS LTD
1837,TfGM,Transport,IS Support Services,20/05/2016,5100095371,9008.50,ITSO LTD
1838,TfGM,Transport,Capital Costs - Utility & Service Connection Costs,20/05/2016,5100094984,2600.00,JONES LIGHTING
1839,TfGM,Transport,Concessionary Reimbursement,20/05/2016,1900047520,527.00,KINGSWAY CARS HAZELBASE LTD
1840,TfGM,Corporate Services,Insurance,20/05/2016,5100095317,1118813.75,LOCKTON COMPANIES LLP
1841,TfGM,Corporate Services,Insurance,20/05/2016,5100095321,-48754.05,LOCKTON COMPANIES LLP
1842,TfGM,Corporate Services,Insurance,20/05/2016,5100095323,154494.65,LOCKTON COMPANIES LLP
1843,TfGM,Corporate Services,Insurance,20/05/2016,5100095325,92968.49,LOCKTON COMPANIES LLP
1844,TfGM,Corporate Services,Insurance,20/05/2016,5100095326,23454.90,LOCKTON COMPANIES LLP
1845,TfGM,Corporate Services,Insurance,20/05/2016,5100095327,7117.50,LOCKTON COMPANIES LLP
1846,TfGM,Corporate Services,Insurance,20/05/2016,5100095328,7117.50,LOCKTON COMPANIES LLP
1847,TfGM,Corporate Services,Insurance,20/05/2016,5100095329,8721.15,LOCKTON COMPANIES LLP
1848,TfGM,Corporate Services,Insurance,20/05/2016,5100095330,821.25,LOCKTON COMPANIES LLP
1849,TfGM,Corporate Services,Insurance,20/05/2016,5100095331,1642.50,LOCKTON COMPANIES LLP
1850,TfGM,Corporate Services,Insurance,20/05/2016,5100095332,1095.00,LOCKTON COMPANIES LLP
1851,TfGM,Corporate Services,Insurance,20/05/2016,5100095333,2729.50,LOCKTON COMPANIES LLP
1852,TfGM,Corporate Services,Insurance,20/05/2016,5100095334,7117.50,LOCKTON COMPANIES LLP
1853,TfGM,Transport,Capital Costs - Programme and Project Management Services,20/05/2016,5100094989,7980.00,MACE LTD
1854,TfGM,Transport,Highway Safety Support Services,20/05/2016,5100094723,2000.00,MANCHESTER CITY COUNCIL
1855,TfGM,Transport,Capital Costs - Programme and Project Management Services,20/05/2016,5100094669,1237.50,MATCHTECH GROUP PLC
1856,TfGM,Transport,Supported Bus Services,20/05/2016,5100094252,28487.16,MERSEYTRAVEL
1857,TfGM,Transport,Driver Intervention Course Delivery Costs,20/05/2016,5100095452,1197.31,MILES AHEADDRIVER TRAINING LTD
1858,TfGM,Transport,Metrolink Operating Costs,20/05/2016,5100095289,192002.47,MPACT THALES
1859,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095423,670000.00,MPACT THALES
1860,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095424,90000.00,MPACT THALES
1861,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095425,90000.00,MPACT THALES
1862,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095426,90000.00,MPACT THALES
1863,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095427,90000.00,MPACT THALES
1864,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095428,65000.00,MPACT THALES
1865,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095429,249505.36,MPACT THALES
1866,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095431,2025.55,MPACT THALES
1867,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095432,62065.49,MPACT THALES
1868,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095434,20000.00,MPACT THALES
1869,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095435,1521987.00,MPACT THALES
1870,TfGM,Transport,Capital Costs - Capital Project Main Contract Works,20/05/2016,5100095454,1095741.80,MPACT THALES
1871,TfGM,Transport,Capital Costs - Heavy Rail Support Services,20/05/2016,5100094765,84224.33,NETWORK RAIL
1872,TfGM,Transport,Capital Costs - Rail Construction Works,20/05/2016,5100095357,13826.05,NETWORK RAIL
1873,TfGM,Transport,Property & Equipment Maintenance,20/05/2016,5100094642,24589.28,NOVUS PROPERTY SOLUTIONS LTD
1874,TfGM,Transport,Capital Costs - Property & Equipment Services,20/05/2016,5100094643,17957.88,NOVUS PROPERTY SOLUTIONS LTD
1875,TfGM,Transport,Print & Media,20/05/2016,5100095335,1650.26,OMEGA PRINT AND DESIGN LTD
1876,TfGM,Transport,Print & Media,20/05/2016,5100094725,951.00,ORION SECURE PRINT SYSTEMS
1877,TfGM,Corporate Services,Capital Costs - Legal Services,20/05/2016,5100094929,1517.94,PANNONE CORPORATE LLP (EMP)
1878,TfGM,Transport,Print & Media,20/05/2016,5100095291,855.51,PARAGON GROUP UK LTD (A/CS REC)
1879,TfGM,Corporate Services,IS Support Services,20/05/2016,5100094913,3000.00,PARAGON TELECOMS LTD
1880,TfGM,Transport,Capital Costs - Programme and Project Management Services,20/05/2016,5100095208,2058.55,PERTEMPS PROFESSIONAL STAFFING LTD
1881,TfGM,Transport,Capital Costs - Programme and Project Management Services,20/05/2016,5100095380,1646.84,PERTEMPS PROFESSIONAL STAFFING LTD
1882,TfGM,Transport,Cycling Support Services,20/05/2016,5100094821,900.00,POSITIVE STEPS
1883,TfGM,Transport,Capital Costs - Programme and Project Management Services,20/05/2016,5100093997,7700.00,PWS TECHNICAL SERVICES (UK) LIMITED
1884,TfGM,Transport,Capital Costs - Temporary Vacancy Cover,20/05/2016,5100095430,9625.00,PWS TECHNICAL SERVICES (UK) LIMITED
1885,TfGM,Transport,Capital Costs - Passenger Shelter Costs,20/05/2016,5100093879,2592.00,QUEENSBURY SHELTERS LIMITED
1886,TfGM,Transport,Capital Costs - Passenger Shelter Costs,20/05/2016,5100093883,2592.00,QUEENSBURY SHELTERS LIMITED
