Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Utilities & Energy,19/04/2017,1900053003,"3,959.17",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,19/04/2017,1900053210,"1,781.05",UNITED UTILITIES WATER PLC
TfGM,Transport,Capital Costs - Design Support Services,19/04/2017,5100108314,"6,461.00",URBAN VISION PARTNERSHIP LTD
TfGM,Transport,"Rent, Rates & Service Charges",19/04/2017,1900053269,"42,391.50",WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",19/04/2017,1900053318,"23,590.75",WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",19/04/2017,1900053320,745.60,WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",19/04/2017,1900053322,"1,211.60",WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",19/04/2017,1900053331,"1,491.20",WIGAN COUNCIL
TfGM,Transport,Project Management Services,19/04/2017,5100108453,"14,540.43",WSP UK LTD
TfGM,Transport,Capital Costs - Project Management Services,19/04/2017,5100108463,"8,654.76",WSP UK LTD
TfGM,Transport,Capital Costs - Project Management Services,19/04/2017,5100108464,"54,101.41",WSP UK LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,19/04/2017,5100108465,"4,050.00",WSP UK LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2017,5100108556,"8,815.00",ACUITY PROGRAMME MANAGEMENT LTD
TfGM,Transport,Planning Support Services,21/04/2017,5100108152,"3,404.94",AECOM LTD
TfGM,Transport,Business Case Development,21/04/2017,5100108187,486.00,AECOM LTD
TfGM,Transport,Community Engagement Services,21/04/2017,5100108324,"25,811.67",AECOM LTD
TfGM,Transport,Community Engagement Services,21/04/2017,5100108356,"47,679.00",AECOM LTD
TfGM,Transport,Business Case Development,21/04/2017,5100108358,"9,335.06",AECOM LTD
TfGM,Transport,Design Support Services,21/04/2017,5100108359,"7,451.21",AECOM LTD
TfGM,Transport,Heavy Rail Support Services,21/04/2017,5100108615,"4,436.40",AMEY (CONSULTING & RAIL)
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,21/04/2017,5100108459,"1,131.07",ARCADIS CONSULTING (UK) LTD
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,21/04/2017,5100108461,770.00,ARCADIS CONSULTING (UK) LTD
TfGM,Transport,Capital Costs - Project Management Services,21/04/2017,5100108301,"12,075.00",ATKINS CONSULTANTS LTD
TfGM,Corporate Services,Procurement Services,21/04/2017,5100108370,"13,750.00",ATKINS CONSULTANTS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,21/04/2017,5100108653,"1,545.60",ATKINS CONSULTANTS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108865,550.00,AURA GRAPHICS LIMITED
TfGM,Transport,Capital Costs - Legal Services,21/04/2017,5100108881,"4,200.00",AXIS PROPERTY CONSULTANCY LLP
TfGM,Transport,Print & Media,21/04/2017,5100108383,"1,250.00",BEELINE PROMOTIONAL PRODUCTS
TfGM,Transport,Print & Media,21/04/2017,5100108384,"1,181.00",BEELINE PROMOTIONAL PRODUCTS
TfGM,Transport,Print & Media,21/04/2017,5100108747,537.00,BOSS DIRECT
TfGM,Corporate Services,Computer and Communications Equipment,21/04/2017,5100108832,"9,353.12",BT PLC
TfGM,Transport,Traffic Signal Works,21/04/2017,5100108672,"6,083.00",BT REDCARE
TfGM,Transport,Environmental & Ecological Support Services,21/04/2017,5100108688,"4,135.00",BUREAU VERITAS UK LTD
TfGM,Transport,Highway Safety Support Services,21/04/2017,5100108531,"2,638.25",BURY MBC
TfGM,Transport,Highway Safety Support Services,21/04/2017,5100108532,"20,000.00",BURY MBC
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108759,"5,600.00",BURY MBC
TfGM,Transport,IS Support and Licences,21/04/2017,5100108148,796.36,BYTES SOFTWARE SERVICES LTD
TfGM,Corporate Services,IS Software & Maintenance,21/04/2017,5100108355,"4,250.00",BYTES SOFTWARE SERVICES LTD
TfGM,Transport,Print & Media,21/04/2017,5100108826,"5,902.14",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,21/04/2017,5100108551,"2,147.00",CHAPEL PRESS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108552,594.00,CHAPEL PRESS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108553,514.00,CHAPEL PRESS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108554,950.00,CHAPEL PRESS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108555,"1,770.00",CHAPEL PRESS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108557,"8,717.00",CHAPEL PRESS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108581,"7,072.00",CHAPEL PRESS LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100108548,"9,070.00",CHARGE YOUR CAR LTD
TfGM,Corporate Services,IS Support Services,21/04/2017,5100108628,"9,500.00",CHASSAM RECRUITMENT
TfGM,Corporate Services,IS Software & Maintenance,21/04/2017,5100108657,"30,915.00",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Business Case Development,21/04/2017,5100108378,"2,550.00",DURDAR CONSULTING LTD
TfGM,Transport,Print & Media,21/04/2017,5100108798,"1,830.55",ESP SYSTEX LTD
TfGM,Transport,Capital Costs - IS Support Services,21/04/2017,5100108588,900.00,EXPERIS LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100107855,"2,258.15",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100108328,461.89,FES FM LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2017,5100108764,"8,470.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108538,"1,312.80",G WEBSTER
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108547,"1,094.00",G WEBSTER
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108338,"1,094.00",G WHITWORTH
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108478,"1,531.60",GARY CAMPBELL LTD
TfGM,Transport,Cycling Support Services,21/04/2017,5100108603,"1,080.00",GET ON C.I.C
TfGM,Transport,Capital Costs - Traffic Signal Works,21/04/2017,5100108444,"12,995.77",GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,21/04/2017,5100108445,966.92,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,21/04/2017,5100108447,750.00,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,21/04/2017,5100108448,"1,510.00",GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,21/04/2017,5100108449,750.00,GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Traffic Signal Works,21/04/2017,5100108450,"1,500.00",GREATER MANCHESTER COMBINED AUTHORI
TfGM,Transport,Capital Costs - Engineering Support Services,21/04/2017,5100108479,"12,167.64",GUTTERIDGE HASKINS AND DAVEY LTD
TfGM,Transport,Smart Ticketing,21/04/2017,5100107884,"2,127.50",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Corporate Services,Financial and Commercial Support Services,21/04/2017,5100107885,"1,380.30",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Corporate Services,Financial and Commercial Support Services,21/04/2017,5100107975,"1,242.27",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Smart Ticketing,21/04/2017,5100107976,"1,702.00",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Smart Ticketing,21/04/2017,5100108578,"2,127.50",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Smart Ticketing,21/04/2017,5100108579,"1,437.50",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Corporate Services,Temporary Vacancy Cover,21/04/2017,5100108580,"1,380.30",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108537,"2,085.42",HOLIDAY INN MANCHESTER CENTRAL PARK
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108721,"4,583.33",IAM ROADSMART
TfGM,Transport,IS Support Services,21/04/2017,5100108722,600.00,IAM ROADSMART
TfGM,Transport,IS Support & Maintenance,21/04/2017,5100108843,680.00,ICOMERA UK LTD
TfGM,Transport,Cycle Training Scheme,21/04/2017,5100108334,"1,550.00",ICYCLE LTD
TfGM,Transport,Cycling Support Services,21/04/2017,5100108392,"5,280.00",ICYCLE LTD
TfGM,Transport,Cycling Support Services,21/04/2017,5100108454,"1,276.00",ICYCLE LTD
TfGM,Corporate Services,IS Support Services,21/04/2017,5100108372,"2,473.00",INTERCONNECT NETWORK SYSTEMS LTD
TfGM,Corporate Services,IS Support Services,21/04/2017,5100108373,"5,000.00",INTERCONNECT NETWORK SYSTEMS LTD
TfGM,Corporate Services,IS Software & Maintenance,21/04/2017,5100108395,"7,112.07",INTRO NOVO LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108574,"1,422.20",J AIREY
TfGM,Transport,Business Case Development,21/04/2017,5100108330,"44,347.50",JACOBS UK LTD
TfGM,Transport,Environmental & Ecological Support Services,21/04/2017,5100108331,"47,549.64",JACOBS UK LTD
TfGM,Transport,Environmental & Ecological Support Services,21/04/2017,5100108362,"15,247.40",JACOBS UK LTD
TfGM,Transport,Revenue Protection Services,21/04/2017,5100108621,"34,095.79",JAMIESON CONTRACTING (NORTH WEST) L
TfGM,Transport,Urban Feasibility Support,21/04/2017,5100108171,"16,800.60",JMP CONSULTANTS LTD
TfGM,Transport,Concessionary Reimbursement,21/04/2017,1900053534,"1,395.00",JR'S PRIVATE HIRE
TfGM,Transport,Print & Media,21/04/2017,5100108406,"1,070.00",KILOGRAMME LIMITED
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,21/04/2017,5100108382,455.00,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Capital Costs - Property Support Services,21/04/2017,5100108488,840.00,LESLIE ROBERTS AND CO LTD
TfGM,Transport,Telecommunications,21/04/2017,5100108755,"29,568.27",MANCHESTER CITY COUNCIL
TfGM,Transport,Print & Media,21/04/2017,5100108028,"3,250.00",MARGIE AND ME LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,1900053047,"1,641.00",MARK BRENNAN DRIVER TRAINING LIMITE
TfGM,Transport,Print & Media,21/04/2017,5100108515,"27,000.00",MARKETING MANCHESTER
TfGM,Transport,Capital Costs - Engineering Support Services,21/04/2017,5100108642,"13,450.00",MASON CONSULTANTS LTD
TfGM,Corporate Services,IS Support Services,21/04/2017,5100065194,"15,121.20",MESSAGELABS LTD
TfGM,Corporate Services,IS Support Services,21/04/2017,5100065195,"(17,239.86)",MESSAGELABS LTD
TfGM,Transport,Concessionary Reimbursement,21/04/2017,1900053531,"1,196.00",METRO CARS BOLTON
TfGM,Transport,Business Case Development,21/04/2017,5100108871,"5,400.00",MIKE BARTRAM LTD
TfGM,Transport,Capital Costs - Smart Ticketing,21/04/2017,5100108636,"15,583.20",MISKIMMIN GROUP LTD
TfGM,Transport,Research Services,21/04/2017,5100108173,"79,108.76",MORI LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2017,5100108220,"1,591.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2017,5100108221,"1,548.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2017,5100108222,"6,450.00",MORSON INTERNATIONAL
TfGM,Transport,Programme and Project Management Services,21/04/2017,5100108225,"2,210.00",MORSON INTERNATIONAL
TfGM,Corporate Services,IS Support Services,21/04/2017,5100108612,"1,827.52",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,21/04/2017,5100108799,695.00,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/04/2017,5100108882,"4,345,426.87",MPACT THALES
TfGM,Corporate Services,IS Software & Maintenance,21/04/2017,5100108667,"20,530.00",NETCALL TELECOM LIMITED
TfGM,Transport,Capital Costs - Project Support Services,21/04/2017,5100108645,"2,519.35",NETWORK RAIL
TfGM,Transport,Business Case Development,21/04/2017,5100108132,"3,375.00",NJJ TECHNICAL SERVICES LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100108414,"26,418.53",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100108415,"17,576.59",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100108416,"30,073.00",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100108417,"1,703.21",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Property & Equipment Maintenance,21/04/2017,5100108418,"1,131.00",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Print & Media,21/04/2017,5100108779,"11,380.85",OMEGA PRINT AND DESIGN LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108806,"1,422.20",P MARTIN
TfGM,Transport,Print & Media,21/04/2017,5100108861,"13,275.66",PARAGON GROUP UK LTD (A/CS REC)
TfGM,Corporate Services,IS Support Services,21/04/2017,5100108351,"1,800.00",PARAGON TELECOMS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/04/2017,5100108568,"2,058.55",PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Traffic and Transportation Surveys,21/04/2017,5100108629,"1,468.80",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,21/04/2017,5100108639,"3,514.19",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,21/04/2017,5100108640,"1,861.20",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,21/04/2017,5100108677,622.99,PLUSWORK LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108543,984.60,R LORD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108401,437.60,R MOTT
TfGM,Transport,Heavy Rail Support Services,21/04/2017,5100108838,"176,772.75",RAIL NORTH LTD
TfGM,Transport,Temporary Vacancy Cover,21/04/2017,1900053118,"2,845.30",REED SPECIALIST RECRUITMENT LTD
TfGM,Transport,Print & Media,21/04/2017,5100108272,"4,500.00",REPUTATION NORTH LTD
TfGM,Transport,Training,21/04/2017,5100108389,907.00,RICARDO-AEA LTD
TfGM,Transport,Temporary Vacancy Cover,21/04/2017,5100108155,768.86,ROBERT WALTERS PLC
TfGM,Transport,Temporary Vacancy Cover,21/04/2017,5100108156,561.30,ROBERT WALTERS PLC
TfGM,Transport,Business Case Development,21/04/2017,5100108157,"2,385.00",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,21/04/2017,5100108158,"1,980.99",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,21/04/2017,5100108159,"2,201.10",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,21/04/2017,5100108160,"2,340.00",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,21/04/2017,5100108161,"2,250.00",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,21/04/2017,5100108165,"2,175.00",ROBERT WALTERS PLC
TfGM,Transport,Business Case Development,21/04/2017,5100108167,"3,000.00",ROBERT WALTERS PLC
TfGM,Transport,Business Case Development,21/04/2017,5100108168,"3,000.00",ROBERT WALTERS PLC
TfGM,Corporate Services,IS Support Services,21/04/2017,5100108412,"1,650.00",RULLION ENGINEERING LTD
TfGM,Corporate Services,IS Software & Maintenance,21/04/2017,5100108229,"3,715.00",SATISNET LIMITED
TfGM,Transport,Print & Media,21/04/2017,5100108743,544.96,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Signage Costs,21/04/2017,5100108562,"6,516.15",SIGNUM 4 LTD T/A GR LABELS LTD
TfGM,Transport,Business Case Development,21/04/2017,5100108570,"8,255.00",SJC BUSINESS CONSULTANCY LTD
TfGM,Transport,Business Case Development,21/04/2017,5100108571,"1,270.00",SJC BUSINESS CONSULTANCY LTD
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,21/04/2017,5100108286,"141,646.18",SSE TELECOM ALTERATIONS
TfGM,Transport,Supported Bus Services,21/04/2017,1900053541,"26,400.00",STOTTS TOURS
TfGM,Corporate Services,Computer and Communications Equipment,21/04/2017,5100108516,685.16,TANGIBLE BENEFIT LTD
TfGM,Transport,Traffic Signal Works,21/04/2017,5100108476,420.00,TDC SYSTEMS LTD
TfGM,Transport,Cycle Training Scheme,21/04/2017,5100108364,595.00,THE BRITISH CYCLING FEDERATION LTD
TfGM,Transport,Print & Media,21/04/2017,5100108352,722.00,THE PUBLICITY CENTRE
TfGM,Corporate Services,Computer and Communications Equipment,21/04/2017,5100108227,"9,367.00",TOTAL COMPUTERS LTD
TfGM,Corporate Services,Printer Consumables,21/04/2017,5100108271,"3,686.88",TOTAL COMPUTERS LTD
TfGM,Corporate Services,Computer and Communications Equipment,21/04/2017,5100108404,"8,119.00",TOTAL COMPUTERS LTD
TfGM,Transport,Cleaning,21/04/2017,5100108379,"10,113.19",TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/04/2017,5100108723,"265,940.00",UKROED LTD
TfGM,Transport,Capital Costs - Project Management Services,21/04/2017,5100107137,"12,209.16",URBAN VISION PARTNERSHIP LTD
TfGM,Transport,Capital Costs - Project Management Services,21/04/2017,5100108315,"2,848.67",URBAN VISION PARTNERSHIP LTD
TfGM,Transport,Business Case Development,21/04/2017,5100108270,"11,500.00",VEXTRIX MANAGEMENT LIMITED
TfGM,Transport,IS Support Services,21/04/2017,5100108273,"65,745.00",VIX TECHNOLOGY LTD
TfGM,Transport,IS Support & Maintenance,21/04/2017,5100108791,"(1,312.67)",VIX TECHNOLOGY LTD
TfGM,Transport,IS Support & Maintenance,21/04/2017,5100108792,"26,253.42",VIX TECHNOLOGY LTD
TfGM,Transport,Project Management Services,21/04/2017,5100108466,"7,957.10",WSP UK LTD
TfGM,Transport,Planning Support Services,21/04/2017,5100108467,765.00,WSP UK LTD
TfGM,Transport,Programme and Project Management Services,21/04/2017,5100108468,"60,209.55",WSP UK LTD
TfGM,Transport,Project Management Services,21/04/2017,5100108469,"11,479.42",WSP UK LTD
TfGM,Transport,Capital Costs - Project Management Services,21/04/2017,5100108470,"240,268.25",WSP UK LTD
TfGM,Transport,Design Support Services,24/04/2017,5100108558,"2,500.00",AECOM LTD
TfGM,Transport,Paper and Printing Consumables,24/04/2017,5100108360,"1,669.11",ANTALIS LTD
TfGM,Transport,Paper and Printing Consumables,24/04/2017,5100108559,"2,503.67",ANTALIS LTD
TfGM,Transport,Paper and Printing Consumables,24/04/2017,5100108638,834.56,ANTALIS LTD
TfGM,Transport,Environmental & Ecological Support Services,24/04/2017,5100108546,"2,850.00",ATKINS CONSULTANTS LTD
TfGM,Transport,Training,24/04/2017,5100108646,650.00,BOSS TRAINING LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,24/04/2017,5100108837,"21,014.26",CAIRN CROSS CIVIL ENGINEERING LTD
TfGM,Transport,Equipment and Electrical Consumables,24/04/2017,5100108616,"2,000.00",CARAT MEDIA UK LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,24/04/2017,5100108534,984.60,CPC TRAINING PROVIDER LTD
TfGM,Transport,Cycle Training Scheme,24/04/2017,5100108550,"1,435.00",DAVID TRAINOR T/A REVOLVEMCR
TfGM,Transport,Property & Equipment Maintenance,24/04/2017,5100108147,781.44,FIELDWAY GROUP
TfGM,Transport,Property & Equipment Maintenance,24/04/2017,5100108853,"3,165.00",FIELDWAY GROUP
TfGM,Transport,Property & Equipment Maintenance,24/04/2017,5100108854,"8,216.30",FIELDWAY GROUP
TfGM,Transport,Property & Equipment Maintenance,24/04/2017,5100108855,"4,580.63",FIELDWAY GROUP
TfGM,Transport,Property & Equipment Maintenance,24/04/2017,5100108856,"3,865.33",FIELDWAY GROUP
TfGM,Transport,Driver Intervention Course Delivery Costs,24/04/2017,5100108541,"3,737.50",HOLIDAY INN MANCHESTER EAST
TfGM,Transport,Project Support Services,24/04/2017,5100108410,"15,506.46",LOCAL PARTNERSHIPS LLP
TfGM,Transport,Training,24/04/2017,5100108684,"1,375.00",MAKINSON PROGRESS LIMITED
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053464,"1,168.30",MANCHESTER CITY COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053468,570.20,MANCHESTER CITY COUNCIL
TfGM,Transport,IS Support Services,24/04/2017,5100108708,"5,500.00",MAPSAR LTD
TfGM,Transport,IS Support Services,24/04/2017,5100108767,"6,050.00",MAPSAR LTD
TfGM,Corporate Services,Audit and Financial Services,24/04/2017,5100108889,"29,250.00",MAZARS LLP
TfGM,Transport,Metrolink Operating Costs,24/04/2017,5100108841,"824,709.00",METROLINK RATP DEV LTD
TfGM,Transport,Print & Media,24/04/2017,5100108789,"2,907.99",MIRAGE DISPLAY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,24/04/2017,5100108784,"196,046.00",NETWORK RAIL
TfGM,Transport,Smart Ticketing,24/04/2017,5100108584,"2,500.00",PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Smart Ticketing,24/04/2017,5100108585,"2,000.00",PRACTICUS LIMITED
TfGM,Transport,Smart Ticketing,24/04/2017,5100108820,"1,842.50",PRACTICUS LIMITED
TfGM,Transport,Smart Ticketing,24/04/2017,5100108899,"2,500.00",PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Travel and Accommodation,24/04/2017,1900053557,575.15,REDACTED
TfGM,Transport,Capital Costs - Smart Ticketing,24/04/2017,5100108890,"2,175.00",ROBERT WALTERS PLC
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053457,"2,437.50",STOCKPORT MBC
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053465,"1,744.01",STOCKPORT MBC
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053466,"41,673.00",TAMESIDE MBC
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053537,"1,491.20",TAMESIDE MBC
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053467,"6,490.70",TRAFFORD MBC
TfGM,Transport,Cleaning,24/04/2017,5100108903,"10,113.19",TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Utilities & Energy,24/04/2017,1900053539,"3,959.17",UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,24/04/2017,1900053549,631.90,UNITED UTILITIES WATER PLC
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053458,"1,474.70",WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053459,"1,474.70",WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053460,"1,474.70",WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053461,"1,474.70",WIGAN COUNCIL
TfGM,Transport,"Rent, Rates & Service Charges",24/04/2017,1900053462,"3,189.81",WIGAN COUNCIL
TfGM,Corporate Services,Computer and Printing Hardware,24/04/2017,5100108718,"9,580.19",XMA LIMITED
TfGM,Transport,Capital Costs - Legal Services,25/04/2017,5100108610,"1,250.00",ACOUSTIC & ENGINEERING CONSULTANTS
TfGM,Transport,Paper and Printing Consumables,25/04/2017,5100108599,834.56,ANTALIS LTD
TfGM,Transport,Capital Costs - Print & Media,25/04/2017,5100108699,"1,149.00",ASTRA SIGNS
TfGM,Transport,Capital Costs - Project Management Services,25/04/2017,5100108300,"16,162.50",ATKINS CONSULTANTS LTD
TfGM,Transport,Cycle Training Scheme,25/04/2017,5100108019,"4,130.00",BIKERIGHT FUTURES CIC
TfGM,Corporate Services,Computer and Communications Equipment,25/04/2017,5100108849,"21,251.00",BT PLC
TfGM,Transport,Security Services,25/04/2017,5100108975,"12,115.51",CARLISLE SECURITY SERVICES LTD
TfGM,Transport,Traffic and Transportation Surveys,25/04/2017,5100108910,"1,075.00",CTS TRAFFIC & TRANSPORTATION
TfGM,Transport,Cycle Training Scheme,25/04/2017,5100108917,512.91,EASTLANDS TRUST
TfGM,Transport,Legal Services,25/04/2017,5100108944,"13,012.72",EVERSHEDS SUTHERLAND (INTERNATIONAL
TfGM,Transport,Vehicle Repairs & Maintenance,25/04/2017,5100107483,614.25,HJS EMISSION TECHNOLOGY GMBH CO.KH
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,25/04/2017,5100108968,"488,306.78",KIER CONSTRUCTION - NORTHERN
TfGM,Transport,Business Case Development,25/04/2017,5100108993,"32,200.00",KPMG
TfGM,Transport,Print & Media,25/04/2017,5100108750,"1,039.27",MANCHESTER CITY COUNCIL
TfGM,Transport,Replacement Bus Services,25/04/2017,5100108180,"19,745.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,25/04/2017,5100108894,"420,401.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,25/04/2017,5100108973,"1,554,137.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,25/04/2017,5100108974,"349,032.00",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/04/2017,5100108714,"1,612.50",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,25/04/2017,5100108715,"1,935.00",MORSON INTERNATIONAL
TfGM,Corporate Services,IS Support Services,25/04/2017,5100108728,"2,284.40",MORSON INTERNATIONAL
TfGM,Transport,Programme and Project Management Services,25/04/2017,5100108731,"2,210.00",MORSON INTERNATIONAL
TfGM,Transport,Property & Equipment Maintenance,25/04/2017,5100108644,"8,840.46",MOTT MACDONALD LTD
TfGM,Transport,Planning Support Services,25/04/2017,5100108787,"6,897.00",MOTT MACDONALD LTD
TfGM,Transport,Metrolink Operating Costs,25/04/2017,5100108988,"303,937.99",MPACT THALES
TfGM,Transport,Metrolink Operating Costs,25/04/2017,5100108989,"83,011.31",MPACT THALES
TfGM,Transport,Metrolink Operating Costs,25/04/2017,5100108990,"209,486.50",MPACT THALES
TfGM,Transport,Programme and Project Management Services,25/04/2017,5100108737,"15,750.00",PENNA PLC
TfGM,Transport,Traffic and Transportation Surveys,25/04/2017,5100108765,601.39,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/04/2017,5100108778,604.80,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,25/04/2017,5100108780,999.13,PLUSWORK LTD
TfGM,Transport,Business Case Development,25/04/2017,5100108740,"2,240.00",RULLION ENGINEERING LTD
TfGM,Corporate Services,IS Support Services,25/04/2017,5100108741,"2,200.00",RULLION ENGINEERING LTD
TfGM,Transport,Capital Costs - Print & Media,25/04/2017,5100108914,943.00,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,25/04/2017,5100108915,"1,106.23",SERVICEPOINT UK
TfGM,Transport,Print & Media,25/04/2017,5100108025,"3,600.00",SOURCE THAT LIMITED
TfGM,Transport,Utilities & Energy,25/04/2017,1900053590,594.59,SWALEC
TfGM,Transport,Utilities & Energy,25/04/2017,1900053592,"49,821.63",SWALEC
